order_id,customer_id,order_date,product_name,category,quantity,unit_price,total_amount
ORD-012558,CUST-96762,2025-07-01,Wireless Earbuds,Electronics,2,577.81,1155.62
ORD-012623,CUST-43051,2025-07-01,Denim Jeans,Apparel,1,1231.1,1231.1
ORD-012794,CUST-65293,2025-07-01,Leather Wallet,Accessories,1,1925.3,1925.3
ORD-013338,CUST-37124,2025-07-01,Running Shoes,Footwear,1,2070.78,2070.78
ORD-013558,CUST-99327,2025-07-01,Backpack,Accessories,1,781.72,781.72
ORD-013792,CUST-81919,2025-07-01,Casual T-Shirt,Apparel,5,570.33,2851.65
ORD-013860,CUST-52680,2025-07-01,Leather Wallet,Accessories,1,1216.8,1216.8
ORD-014018,CUST-84447,2025-07-01,Wireless Earbuds,Electronics,2,1945.27,3890.54
ORD-014299,CUST-36478,2025-07-01,Denim Jeans,Apparel,1,1570.68,1570.68
ORD-014699,CUST-54102,2025-07-01,Leather Wallet,Accessories,1,552.9,552.9
ORD-015280,CUST-55142,2025-07-01,Leather Wallet,Accessories,1,1411.02,1411.02
ORD-016445,CUST-35569,2025-07-01,Leather Wallet,Accessories,1,1825.55,1825.55
ORD-016712,CUST-22823,2025-07-01,Wireless Earbuds,Electronics,2,2256.34,4512.68
ORD-016834,CUST-55701,2025-07-01,Backpack,Accessories,2,925.19,1850.38
ORD-018084,CUST-79969,2025-07-01,Casual T-Shirt,Apparel,1,1650.32,1650.32
ORD-018653,CUST-40393,2025-07-01,Casual T-Shirt,Apparel,1,1546.34,1546.34
ORD-018749,CUST-86952,2025-07-01,Denim Jeans,Apparel,5,493.85,2469.25
ORD-018939,CUST-23076,2025-07-01,Denim Jeans,Apparel,2,299.1,598.2
ORD-019162,CUST-78003,2025-07-01,Wireless Earbuds,Electronics,2,1350.87,2701.74
ORD-019793,CUST-38977,2025-07-01,Wireless Earbuds,Electronics,1,2140.69,2140.69
ORD-019851,CUST-13621,2025-07-01,Wireless Earbuds,Electronics,2,915.01,1830.02
ORD-019982,CUST-84829,2025-07-01,Leather Wallet,Accessories,1,1300.71,1300.71
ORD-020611,CUST-89651,2025-07-01,Casual T-Shirt,Apparel,1,1832.45,1832.45
ORD-020776,CUST-93093,2025-07-01,Running Shoes,Footwear,1,1474.12,1474.12
ORD-020862,CUST-52630,2025-07-01,Backpack,Accessories,1,2354.48,2354.48
ORD-021320,CUST-78369,2025-07-01,Denim Jeans,Apparel,3,2476.05,7428.15
ORD-022131,CUST-48270,2025-07-01,Leather Wallet,Accessories,1,1970.05,1970.05
ORD-023035,CUST-42019,2025-07-01,Leather Wallet,Accessories,1,2446.3,2446.3
ORD-023979,CUST-30000,2025-07-01,Casual T-Shirt,Apparel,1,1321.88,1321.88
ORD-024169,CUST-53543,2025-07-01,Running Shoes,Footwear,2,1854.78,3709.56
ORD-024348,CUST-23266,2025-07-01,Leather Wallet,Accessories,2,2248.61,4497.22
ORD-024862,CUST-15093,2025-07-01,Running Shoes,Footwear,1,1627.77,1627.77
ORD-024926,CUST-74248,2025-07-01,Backpack,Accessories,2,1655.23,3310.46
ORD-025081,CUST-80642,2025-07-01,Leather Wallet,Accessories,1,518.23,518.23
ORD-025548,CUST-61778,2025-07-01,Casual T-Shirt,Apparel,1,1646.11,1646.11
ORD-026531,CUST-20380,2025-07-01,Denim Jeans,Apparel,1,1583.99,1583.99
ORD-027424,CUST-76313,2025-07-01,Running Shoes,Footwear,2,970.75,1941.5
ORD-027827,CUST-55444,2025-07-01,Leather Wallet,Accessories,1,423.5,423.5
ORD-027961,CUST-84539,2025-07-01,Running Shoes,Footwear,1,538.55,538.55
ORD-028550,CUST-83620,2025-07-01,Leather Wallet,Accessories,1,1625.37,1625.37
ORD-000035,CUST-67791,2025-07-02,Casual T-Shirt,Apparel,5,1495.33,7476.65
ORD-000185,CUST-45531,2025-07-02,Casual T-Shirt,Apparel,3,1065.11,3195.33
ORD-000189,CUST-86174,2025-07-02,Wireless Earbuds,Electronics,1,1919.56,1919.56
ORD-000891,CUST-14695,2025-07-02,Wireless Earbuds,Electronics,5,388.7,1943.5
ORD-001084,CUST-77608,2025-07-02,Backpack,Accessories,3,918.9,2756.7
ORD-001547,CUST-69633,2025-07-02,Casual T-Shirt,Apparel,2,971.86,1943.72
ORD-003585,CUST-28495,2025-07-02,Casual T-Shirt,Apparel,1,739.2,739.2
ORD-003884,CUST-27289,2025-07-02,Wireless Earbuds,Electronics,1,1462.9,1462.9
ORD-003896,CUST-95664,2025-07-02,Casual T-Shirt,Apparel,2,1580.28,3160.56
ORD-004094,CUST-36835,2025-07-02,Running Shoes,Footwear,2,580.93,1161.86
ORD-004123,CUST-57623,2025-07-02,Wireless Earbuds,Electronics,2,1679.96,3359.92
ORD-004501,CUST-23476,2025-07-02,Backpack,Accessories,1,426.41,426.41
ORD-004709,CUST-13508,2025-07-02,Leather Wallet,Accessories,1,1919.0,1919.0
ORD-005033,CUST-16056,2025-07-02,Leather Wallet,Accessories,1,730.53,730.53
ORD-005239,CUST-80461,2025-07-02,Denim Jeans,Apparel,1,1878.95,1878.95
ORD-005618,CUST-72942,2025-07-02,Running Shoes,Footwear,2,1180.82,2361.64
ORD-006011,CUST-26373,2025-07-02,Casual T-Shirt,Apparel,1,945.36,945.36
ORD-006371,CUST-59479,2025-07-02,Running Shoes,Footwear,2,1836.8,3673.6
ORD-006767,CUST-64715,2025-07-02,Backpack,Accessories,1,1578.37,1578.37
ORD-007241,CUST-64549,2025-07-02,Casual T-Shirt,Apparel,2,2020.51,4041.02
ORD-007681,CUST-65200,2025-07-02,Running Shoes,Footwear,2,429.76,859.52
ORD-007843,CUST-61520,2025-07-02,Casual T-Shirt,Apparel,2,1199.58,2399.16
ORD-008256,CUST-28877,2025-07-02,Wireless Earbuds,Electronics,1,1148.71,1148.71
ORD-008265,CUST-51483,2025-07-02,Denim Jeans,Apparel,1,825.46,825.46
ORD-008300,CUST-32382,2025-07-02,Running Shoes,Footwear,2,1402.74,2805.48
ORD-009119,CUST-57024,2025-07-02,Wireless Earbuds,Electronics,1,1244.27,1244.27
ORD-009336,CUST-13943,2025-07-02,Wireless Earbuds,Electronics,1,1039.62,1039.62
ORD-009512,CUST-81919,2025-07-02,Casual T-Shirt,Apparel,4,1107.1,4428.4
ORD-009741,CUST-56999,2025-07-02,Running Shoes,Footwear,5,2210.53,11052.65
ORD-010853,CUST-86864,2025-07-02,Backpack,Accessories,1,889.05,889.05
ORD-011566,CUST-46971,2025-07-02,Wireless Earbuds,Electronics,1,1839.34,1839.34
ORD-011986,CUST-21844,2025-07-02,Casual T-Shirt,Apparel,1,1050.86,1050.86
ORD-013502,CUST-80134,2025-07-02,Backpack,Accessories,1,1692.15,1692.15
ORD-013579,CUST-60139,2025-07-02,Casual T-Shirt,Apparel,5,1008.9,5044.5
ORD-013663,CUST-95151,2025-07-02,Leather Wallet,Accessories,3,454.26,1362.78
ORD-013689,CUST-36858,2025-07-02,Backpack,Accessories,5,328.38,1641.9
ORD-014678,CUST-98674,2025-07-02,Casual T-Shirt,Apparel,2,1171.91,2343.82
ORD-014882,CUST-93698,2025-07-02,Running Shoes,Footwear,1,378.83,378.83
ORD-015025,CUST-24911,2025-07-02,Running Shoes,Footwear,3,1656.18,4968.54
ORD-015331,CUST-75705,2025-07-02,Running Shoes,Footwear,1,1906.48,1906.48
ORD-015452,CUST-73828,2025-07-02,Casual T-Shirt,Apparel,2,580.07,1160.14
ORD-015753,CUST-67391,2025-07-02,Leather Wallet,Accessories,1,1861.68,1861.68
ORD-015786,CUST-45829,2025-07-02,Casual T-Shirt,Apparel,1,675.61,675.61
ORD-016148,CUST-39106,2025-07-02,Backpack,Accessories,2,2408.41,4816.82
ORD-017229,CUST-67651,2025-07-02,Wireless Earbuds,Electronics,2,1452.73,2905.46
ORD-017726,CUST-49316,2025-07-02,Leather Wallet,Accessories,2,1514.71,3029.42
ORD-019500,CUST-68587,2025-07-02,Backpack,Accessories,1,1453.24,1453.24
ORD-019634,CUST-41995,2025-07-02,Casual T-Shirt,Apparel,1,1647.56,1647.56
ORD-020233,CUST-60794,2025-07-02,Casual T-Shirt,Apparel,1,1314.89,1314.89
ORD-020493,CUST-33408,2025-07-02,Backpack,Accessories,1,1322.35,1322.35
ORD-020669,CUST-83347,2025-07-02,Running Shoes,Footwear,1,383.4,383.4
ORD-020975,CUST-94128,2025-07-02,Running Shoes,Footwear,1,2089.37,2089.37
ORD-021833,CUST-72740,2025-07-02,Running Shoes,Footwear,2,440.92,881.84
ORD-022312,CUST-10261,2025-07-02,Backpack,Accessories,2,1639.9,3279.8
ORD-022371,CUST-51411,2025-07-02,Leather Wallet,Accessories,1,1824.75,1824.75
ORD-022637,CUST-27648,2025-07-02,Backpack,Accessories,2,1527.09,3054.18
ORD-023243,CUST-81055,2025-07-02,Running Shoes,Footwear,1,679.37,679.37
ORD-023261,CUST-70048,2025-07-02,Running Shoes,Footwear,3,1340.19,4020.57
ORD-023408,CUST-21596,2025-07-02,Leather Wallet,Accessories,1,856.46,856.46
ORD-023999,CUST-14771,2025-07-02,Denim Jeans,Apparel,1,540.16,540.16
ORD-024449,CUST-27163,2025-07-02,Leather Wallet,Accessories,3,606.94,1820.82
ORD-025284,CUST-36712,2025-07-02,Denim Jeans,Apparel,1,2285.12,2285.12
ORD-026142,CUST-80555,2025-07-02,Backpack,Accessories,1,1711.14,1711.14
ORD-026672,CUST-32765,2025-07-02,Leather Wallet,Accessories,1,1569.5,1569.5
ORD-026785,CUST-59041,2025-07-02,Casual T-Shirt,Apparel,1,1788.11,1788.11
ORD-026817,CUST-65803,2025-07-02,Running Shoes,Footwear,1,1221.82,1221.82
ORD-027114,CUST-43429,2025-07-02,Denim Jeans,Apparel,2,1721.73,3443.46
ORD-027817,CUST-22346,2025-07-02,Running Shoes,Footwear,1,1550.35,1550.35
ORD-028363,CUST-16750,2025-07-02,Denim Jeans,Apparel,1,1713.35,1713.35
ORD-028428,CUST-39469,2025-07-02,Running Shoes,Footwear,1,2191.27,2191.27
ORD-029096,CUST-47651,2025-07-02,Backpack,Accessories,1,1860.72,1860.72
ORD-029404,CUST-67944,2025-07-02,Leather Wallet,Accessories,2,2161.21,4322.42
ORD-029841,CUST-79111,2025-07-02,Leather Wallet,Accessories,2,1040.75,2081.5
ORD-001985,CUST-88666,2025-07-03,Wireless Earbuds,Electronics,1,1147.93,1147.93
ORD-002813,CUST-67268,2025-07-03,Wireless Earbuds,Electronics,2,910.55,1821.1
ORD-003319,CUST-54725,2025-07-03,Casual T-Shirt,Apparel,1,1736.04,1736.04
ORD-003619,CUST-87150,2025-07-03,Leather Wallet,Accessories,3,1903.12,5709.36
ORD-003688,CUST-54228,2025-07-03,Casual T-Shirt,Apparel,1,1165.45,1165.45
ORD-003806,CUST-89851,2025-07-03,Wireless Earbuds,Electronics,3,1057.26,3171.78
ORD-004072,CUST-76986,2025-07-03,Running Shoes,Footwear,1,1846.87,1846.87
ORD-004646,CUST-89612,2025-07-03,Casual T-Shirt,Apparel,3,2320.63,6961.89
ORD-005536,CUST-25069,2025-07-03,Casual T-Shirt,Apparel,1,1272.13,1272.13
ORD-005583,CUST-59751,2025-07-03,Denim Jeans,Apparel,1,838.45,838.45
ORD-005901,CUST-33816,2025-07-03,Denim Jeans,Apparel,5,669.27,3346.35
ORD-005948,CUST-96437,2025-07-03,Wireless Earbuds,Electronics,1,1554.48,1554.48
ORD-006204,CUST-92350,2025-07-03,Wireless Earbuds,Electronics,5,639.38,3196.9
ORD-006252,CUST-80005,2025-07-03,Wireless Earbuds,Electronics,1,1563.03,1563.03
ORD-006336,CUST-18394,2025-07-03,Denim Jeans,Apparel,3,2348.2,7044.6
ORD-007816,CUST-21483,2025-07-03,Running Shoes,Footwear,1,2290.16,2290.16
ORD-008276,CUST-62607,2025-07-03,Backpack,Accessories,2,1736.73,3473.46
ORD-008494,CUST-25406,2025-07-03,Wireless Earbuds,Electronics,1,1209.44,1209.44
ORD-008548,CUST-42865,2025-07-03,Wireless Earbuds,Electronics,4,1981.09,7924.36
ORD-008851,CUST-31653,2025-07-03,Wireless Earbuds,Electronics,1,558.11,558.11
ORD-008868,CUST-29878,2025-07-03,Denim Jeans,Apparel,1,946.37,946.37
ORD-009169,CUST-22405,2025-07-03,Denim Jeans,Apparel,4,577.86,2311.44
ORD-009423,CUST-61738,2025-07-03,Leather Wallet,Accessories,1,2420.8,2420.8
ORD-009975,CUST-23314,2025-07-03,Running Shoes,Footwear,2,985.85,1971.7
ORD-010087,CUST-49562,2025-07-03,Denim Jeans,Apparel,1,1210.69,1210.69
ORD-010202,CUST-36858,2025-07-03,Denim Jeans,Apparel,3,1622.49,4867.47
ORD-010389,CUST-22991,2025-07-03,Running Shoes,Footwear,2,1451.32,2902.64
ORD-011224,CUST-61816,2025-07-03,Wireless Earbuds,Electronics,1,2225.81,2225.81
ORD-011300,CUST-54763,2025-07-03,Wireless Earbuds,Electronics,1,1522.74,1522.74
ORD-011396,CUST-99086,2025-07-03,Casual T-Shirt,Apparel,1,923.01,923.01
ORD-011739,CUST-56831,2025-07-03,Leather Wallet,Accessories,1,1761.55,1761.55
ORD-011755,CUST-85722,2025-07-03,Denim Jeans,Apparel,1,1355.97,1355.97
ORD-011835,CUST-79969,2025-07-03,Wireless Earbuds,Electronics,1,2034.89,2034.89
ORD-012325,CUST-94381,2025-07-03,Wireless Earbuds,Electronics,2,2129.58,4259.16
ORD-012481,CUST-58394,2025-07-03,Backpack,Accessories,1,1386.13,1386.13
ORD-012601,CUST-18283,2025-07-03,Casual T-Shirt,Apparel,3,2371.2,7113.6
ORD-014014,CUST-19758,2025-07-03,Leather Wallet,Accessories,1,348.16,348.16
ORD-014224,CUST-31866,2025-07-03,Wireless Earbuds,Electronics,1,1263.27,1263.27
ORD-014467,CUST-54593,2025-07-03,Leather Wallet,Accessories,1,1867.06,1867.06
ORD-015010,CUST-10953,2025-07-03,Denim Jeans,Apparel,1,1503.38,1503.38
ORD-015570,CUST-45161,2025-07-03,Leather Wallet,Accessories,1,1573.14,1573.14
ORD-016555,CUST-77393,2025-07-03,Casual T-Shirt,Apparel,1,2094.21,2094.21
ORD-016567,CUST-29247,2025-07-03,Backpack,Accessories,5,1184.2,5921.0
ORD-016672,CUST-55444,2025-07-03,Running Shoes,Footwear,2,1968.86,3937.72
ORD-016978,CUST-49103,2025-07-03,Running Shoes,Footwear,2,626.54,1253.08
ORD-017151,CUST-86134,2025-07-03,Denim Jeans,Apparel,3,1752.4,5257.2
ORD-017462,CUST-57042,2025-07-03,Wireless Earbuds,Electronics,1,1216.1,1216.1
ORD-017993,CUST-79144,2025-07-03,Leather Wallet,Accessories,1,1981.52,1981.52
ORD-018165,CUST-23221,2025-07-03,Denim Jeans,Apparel,2,922.54,1845.08
ORD-018721,CUST-99690,2025-07-03,Running Shoes,Footwear,1,881.66,881.66
ORD-019040,CUST-90064,2025-07-03,Wireless Earbuds,Electronics,1,1402.02,1402.02
ORD-019202,CUST-43232,2025-07-03,Backpack,Accessories,1,840.68,840.68
ORD-019315,CUST-37299,2025-07-03,Leather Wallet,Accessories,1,758.13,758.13
ORD-019794,CUST-75409,2025-07-03,Leather Wallet,Accessories,3,1438.23,4314.69
ORD-019940,CUST-93838,2025-07-03,Wireless Earbuds,Electronics,5,1106.65,5533.25
ORD-020049,CUST-15160,2025-07-03,Leather Wallet,Accessories,1,566.91,566.91
ORD-020404,CUST-88611,2025-07-03,Denim Jeans,Apparel,2,954.58,1909.16
ORD-020436,CUST-50721,2025-07-03,Backpack,Accessories,1,1938.15,1938.15
ORD-020961,CUST-71173,2025-07-03,Leather Wallet,Accessories,3,603.45,1810.35
ORD-021193,CUST-12319,2025-07-03,Wireless Earbuds,Electronics,1,2225.01,2225.01
ORD-021237,CUST-72644,2025-07-03,Leather Wallet,Accessories,2,2294.77,4589.54
ORD-021805,CUST-80037,2025-07-03,Running Shoes,Footwear,1,634.3,634.3
ORD-021906,CUST-36713,2025-07-03,Running Shoes,Footwear,5,2328.18,11640.9
ORD-022155,CUST-26549,2025-07-03,Wireless Earbuds,Electronics,2,1420.53,2841.06
ORD-022202,CUST-12031,2025-07-03,Running Shoes,Footwear,1,1336.01,1336.01
ORD-022448,CUST-19232,2025-07-03,Casual T-Shirt,Apparel,1,1072.62,1072.62
ORD-022752,CUST-46904,2025-07-03,Denim Jeans,Apparel,2,1480.2,2960.4
ORD-023997,CUST-16586,2025-07-03,Backpack,Accessories,1,1884.05,1884.05
ORD-024098,CUST-34381,2025-07-03,Running Shoes,Footwear,1,873.02,873.02
ORD-024114,CUST-31006,2025-07-03,Casual T-Shirt,Apparel,1,1264.34,1264.34
ORD-024155,CUST-73828,2025-07-03,Leather Wallet,Accessories,1,719.13,719.13
ORD-024177,CUST-91865,2025-07-03,Leather Wallet,Accessories,1,468.84,468.84
ORD-024567,CUST-28674,2025-07-03,Casual T-Shirt,Apparel,3,1399.27,4197.81
ORD-024841,CUST-56254,2025-07-03,Leather Wallet,Accessories,2,2012.42,4024.84
ORD-025278,CUST-30418,2025-07-03,Running Shoes,Footwear,2,459.72,919.44
ORD-025482,CUST-60330,2025-07-03,Casual T-Shirt,Apparel,1,1066.12,1066.12
ORD-025501,CUST-99942,2025-07-03,Running Shoes,Footwear,3,1491.5,4474.5
ORD-025536,CUST-98235,2025-07-03,Running Shoes,Footwear,1,1019.57,1019.57
ORD-025804,CUST-41592,2025-07-03,Denim Jeans,Apparel,1,534.36,534.36
ORD-026391,CUST-44200,2025-07-03,Leather Wallet,Accessories,1,1419.39,1419.39
ORD-027047,CUST-92806,2025-07-03,Casual T-Shirt,Apparel,1,678.45,678.45
ORD-027612,CUST-79807,2025-07-03,Casual T-Shirt,Apparel,1,1292.45,1292.45
ORD-027751,CUST-78737,2025-07-03,Denim Jeans,Apparel,2,1691.46,3382.92
ORD-028127,CUST-28165,2025-07-03,Wireless Earbuds,Electronics,1,1971.45,1971.45
ORD-028418,CUST-32803,2025-07-03,Wireless Earbuds,Electronics,2,1911.29,3822.58
ORD-029069,CUST-31080,2025-07-03,Denim Jeans,Apparel,1,1031.26,1031.26
ORD-029151,CUST-21782,2025-07-03,Wireless Earbuds,Electronics,1,967.07,967.07
ORD-029153,CUST-85918,2025-07-03,Backpack,Accessories,1,1293.67,1293.67
ORD-000377,CUST-63391,2025-07-04,Denim Jeans,Apparel,2,1522.78,3045.56
ORD-000463,CUST-67573,2025-07-04,Casual T-Shirt,Apparel,1,1985.61,1985.61
ORD-000817,CUST-99795,2025-07-04,Denim Jeans,Apparel,1,1467.83,1467.83
ORD-000940,CUST-76313,2025-07-04,Casual T-Shirt,Apparel,1,2184.46,2184.46
ORD-001212,CUST-34322,2025-07-04,Backpack,Accessories,1,492.81,492.81
ORD-001635,CUST-83110,2025-07-04,Leather Wallet,Accessories,1,1428.32,1428.32
ORD-001712,CUST-29910,2025-07-04,Denim Jeans,Apparel,1,1842.46,1842.46
ORD-002011,CUST-42866,2025-07-04,Backpack,Accessories,2,1042.7,2085.4
ORD-002482,CUST-95545,2025-07-04,Wireless Earbuds,Electronics,3,2109.16,6327.48
ORD-002779,CUST-21460,2025-07-04,Leather Wallet,Accessories,1,1478.55,1478.55
ORD-002794,CUST-96454,2025-07-04,Leather Wallet,Accessories,1,2036.89,2036.89
ORD-002848,CUST-14742,2025-07-04,Wireless Earbuds,Electronics,1,510.22,510.22
ORD-003067,CUST-14742,2025-07-04,Wireless Earbuds,Electronics,1,1039.49,1039.49
ORD-003525,CUST-16152,2025-07-04,Running Shoes,Footwear,1,1804.2,1804.2
ORD-003879,CUST-48527,2025-07-04,Denim Jeans,Apparel,1,1092.32,1092.32
ORD-003966,CUST-64994,2025-07-04,Casual T-Shirt,Apparel,2,2359.54,4719.08
ORD-004346,CUST-40334,2025-07-04,Running Shoes,Footwear,1,1950.4,1950.4
ORD-004570,CUST-19321,2025-07-04,Backpack,Accessories,5,1761.17,8805.85
ORD-004615,CUST-25105,2025-07-04,Backpack,Accessories,4,700.92,2803.68
ORD-004791,CUST-54183,2025-07-04,Backpack,Accessories,4,2279.91,9119.64
ORD-005564,CUST-28841,2025-07-04,Denim Jeans,Apparel,3,514.85,1544.55
ORD-005652,CUST-58363,2025-07-04,Casual T-Shirt,Apparel,1,812.63,812.63
ORD-005871,CUST-70842,2025-07-04,Casual T-Shirt,Apparel,3,743.89,2231.67
ORD-006042,CUST-37352,2025-07-04,Wireless Earbuds,Electronics,2,829.17,1658.34
ORD-006246,CUST-19203,2025-07-04,Backpack,Accessories,1,1670.12,1670.12
ORD-006397,CUST-12949,2025-07-04,Running Shoes,Footwear,3,453.24,1359.72
ORD-007055,CUST-27236,2025-07-04,Denim Jeans,Apparel,1,1723.12,1723.12
ORD-007873,CUST-34093,2025-07-04,Leather Wallet,Accessories,2,368.82,737.64
ORD-007935,CUST-25654,2025-07-04,Running Shoes,Footwear,1,739.83,739.83
ORD-007962,CUST-14377,2025-07-04,Leather Wallet,Accessories,1,1659.13,1659.13
ORD-008727,CUST-52238,2025-07-04,Casual T-Shirt,Apparel,1,773.44,773.44
ORD-009195,CUST-46404,2025-07-04,Running Shoes,Footwear,1,1698.44,1698.44
ORD-009198,CUST-14339,2025-07-04,Casual T-Shirt,Apparel,2,1735.94,3471.88
ORD-009700,CUST-36303,2025-07-04,Casual T-Shirt,Apparel,1,2311.03,2311.03
ORD-010407,CUST-53300,2025-07-04,Leather Wallet,Accessories,1,1229.2,1229.2
ORD-010444,CUST-97023,2025-07-04,Wireless Earbuds,Electronics,2,1159.86,2319.72
ORD-010575,CUST-97023,2025-07-04,Running Shoes,Footwear,3,1302.61,3907.83
ORD-011582,CUST-41461,2025-07-04,Leather Wallet,Accessories,1,1002.02,1002.02
ORD-011646,CUST-95356,2025-07-04,Leather Wallet,Accessories,4,1013.29,4053.16
ORD-011984,CUST-84132,2025-07-04,Leather Wallet,Accessories,2,1016.72,2033.44
ORD-012229,CUST-62401,2025-07-04,Running Shoes,Footwear,2,540.14,1080.28
ORD-012550,CUST-14507,2025-07-04,Casual T-Shirt,Apparel,1,573.46,573.46
ORD-012630,CUST-50305,2025-07-04,Wireless Earbuds,Electronics,2,827.21,1654.42
ORD-013782,CUST-83670,2025-07-04,Denim Jeans,Apparel,1,2225.37,2225.37
ORD-014879,CUST-50623,2025-07-04,Denim Jeans,Apparel,1,712.07,712.07
ORD-014894,CUST-26785,2025-07-04,Casual T-Shirt,Apparel,4,364.63,1458.52
ORD-016012,CUST-59479,2025-07-04,Leather Wallet,Accessories,1,2004.26,2004.26
ORD-016732,CUST-86860,2025-07-04,Backpack,Accessories,1,1246.55,1246.55
ORD-016767,CUST-80688,2025-07-04,Wireless Earbuds,Electronics,1,1944.39,1944.39
ORD-016928,CUST-33382,2025-07-04,Wireless Earbuds,Electronics,1,2094.47,2094.47
ORD-017349,CUST-74402,2025-07-04,Running Shoes,Footwear,1,2159.58,2159.58
ORD-017640,CUST-83846,2025-07-04,Wireless Earbuds,Electronics,1,882.4,882.4
ORD-018484,CUST-89065,2025-07-04,Denim Jeans,Apparel,1,1447.05,1447.05
ORD-018926,CUST-69897,2025-07-04,Denim Jeans,Apparel,4,1942.36,7769.44
ORD-018934,CUST-16321,2025-07-04,Casual T-Shirt,Apparel,1,2414.66,2414.66
ORD-019366,CUST-20093,2025-07-04,Backpack,Accessories,1,1422.41,1422.41
ORD-019504,CUST-99086,2025-07-04,Backpack,Accessories,1,1146.16,1146.16
ORD-019606,CUST-33992,2025-07-04,Leather Wallet,Accessories,2,567.14,1134.28
ORD-020629,CUST-91066,2025-07-04,Wireless Earbuds,Electronics,1,2106.25,2106.25
ORD-020676,CUST-65925,2025-07-04,Leather Wallet,Accessories,1,894.42,894.42
ORD-021917,CUST-51424,2025-07-04,Casual T-Shirt,Apparel,1,2395.14,2395.14
ORD-022873,CUST-53660,2025-07-04,Casual T-Shirt,Apparel,1,1981.09,1981.09
ORD-023509,CUST-52206,2025-07-04,Denim Jeans,Apparel,1,1640.63,1640.63
ORD-023531,CUST-51667,2025-07-04,Denim Jeans,Apparel,1,656.27,656.27
ORD-023586,CUST-86134,2025-07-04,Wireless Earbuds,Electronics,1,1878.92,1878.92
ORD-024069,CUST-14798,2025-07-04,Casual T-Shirt,Apparel,1,399.89,399.89
ORD-024308,CUST-35421,2025-07-04,Leather Wallet,Accessories,2,942.63,1885.26
ORD-024835,CUST-34005,2025-07-04,Casual T-Shirt,Apparel,1,1006.82,1006.82
ORD-025021,CUST-44944,2025-07-04,Denim Jeans,Apparel,2,2117.28,4234.56
ORD-025145,CUST-89612,2025-07-04,Wireless Earbuds,Electronics,1,2338.25,2338.25
ORD-025232,CUST-46291,2025-07-04,Running Shoes,Footwear,4,718.14,2872.56
ORD-025292,CUST-67513,2025-07-04,Wireless Earbuds,Electronics,1,2265.46,2265.46
ORD-025524,CUST-49904,2025-07-04,Wireless Earbuds,Electronics,1,1964.93,1964.93
ORD-025567,CUST-92175,2025-07-04,Wireless Earbuds,Electronics,2,1496.68,2993.36
ORD-025610,CUST-22282,2025-07-04,Backpack,Accessories,1,548.54,548.54
ORD-025627,CUST-11945,2025-07-04,Wireless Earbuds,Electronics,2,1062.55,2125.1
ORD-025659,CUST-50569,2025-07-04,Running Shoes,Footwear,1,352.36,352.36
